content_id,avg_polarity,review_count,pct_positive,pct_neutral,pct_negative,avg_subjectivity,avg_acting_score,avg_plot_score,avg_visual_score
M4511200,0.384,5,80.0,20.0,0.0,0.61,0.295,0.0,0.265
M4513316,-0.115,5,20.0,60.0,20.0,0.465,0.041,0.004,0.0
M4513674,-0.175,5,20.0,60.0,20.0,0.481,0.047,-0.129,0.0
M4513678,0.08,5,40.0,40.0,20.0,0.58,0.011,0.041,0.217
M4520364,-0.553,5,0.0,20.0,80.0,0.635,-0.076,-0.369,0.0
M4520988,0.223,5,60.0,20.0,20.0,0.63,0.187,0.15,0.187
M4530422,-0.21,5,20.0,40.0,40.0,0.451,0.046,0.019,0.0
M4530884,-0.139,5,20.0,40.0,40.0,0.644,0.004,-0.069,0.123
M4532038,-0.308,5,0.0,40.0,60.0,0.473,0.0,-0.098,0.0
M4532826,-0.06,5,20.0,40.0,40.0,0.614,0.004,0.127,0.123
M4535650,-0.042,5,40.0,20.0,40.0,0.593,0.111,-0.15,0.187
M4537842,0.196,5,60.0,20.0,20.0,0.578,-0.003,0.054,0.093
M4537896,0.049,5,40.0,40.0,20.0,0.656,0.127,-0.02,0.0
M4538916,0.081,5,40.0,60.0,0.0,0.456,0.013,0.113,0.0
M4540710,-0.015,5,20.0,80.0,0.0,0.49,0.011,0.011,0.0
M4547056,0.074,5,40.0,40.0,20.0,0.471,0.108,0.013,0.0
M4547194,-0.025,5,40.0,20.0,40.0,0.557,0.154,0.013,0.093
M4550098,0.153,5,60.0,20.0,20.0,0.518,0.044,0.165,0.0
M4552524,-0.493,5,0.0,40.0,60.0,0.549,0.013,-0.28,0.0
M4555426,0.118,5,40.0,40.0,20.0,0.707,0.093,0.123,0.217
M4559006,0.106,5,60.0,20.0,20.0,0.676,0.1,0.18,0.0
M4560008,0.306,5,60.0,40.0,0.0,0.577,0.008,0.358,0.0
M4560436,0.245,5,40.0,60.0,0.0,0.58,0.2,0.2,0.0
M4562518,0.369,5,80.0,20.0,0.0,0.575,0.104,0.354,0.0
M4565520,-0.698,5,0.0,0.0,100.0,0.654,-0.1,-0.393,0.0
M4566758,-0.307,5,20.0,20.0,60.0,0.716,0.0,-0.17,0.123
M4572514,0.56,5,80.0,20.0,0.0,0.683,0.327,0.438,0.0
M4572792,0.187,5,60.0,20.0,20.0,0.608,0.1,0.267,0.0
M4572820,0.354,5,60.0,40.0,0.0,0.655,0.193,0.223,0.217
M4573516,-0.16,5,40.0,20.0,40.0,0.519,0.029,-0.147,0.0
M4575576,0.305,5,80.0,20.0,0.0,0.454,0.174,0.213,0.074
M4581576,-0.065,5,20.0,60.0,20.0,0.555,0.034,0.004,0.0
M4587366,-0.015,5,40.0,40.0,20.0,0.482,0.025,-0.068,0.093
M4594834,-0.07,5,40.0,40.0,20.0,0.485,0.065,-0.129,0.0
M4595882,0.44,5,60.0,40.0,0.0,0.519,0.1,0.312,0.101
M4600952,-0.422,5,0.0,40.0,60.0,0.583,0.004,-0.143,0.0
M4610378,0.128,5,40.0,40.0,20.0,0.578,0.03,0.123,0.123
M4613254,0.233,5,60.0,40.0,0.0,0.525,0.144,0.244,0.0
M4613272,0.43,5,60.0,40.0,0.0,0.628,0.224,0.28,0.093
M4618398,0.562,5,100.0,0.0,0.0,0.697,0.425,0.253,0.172
M4621630,0.093,5,40.0,40.0,20.0,0.544,0.013,0.163,0.0
M4621872,0.205,5,60.0,20.0,20.0,0.598,0.093,0.2,0.093
M4622512,0.072,5,40.0,40.0,20.0,0.635,0.03,0.025,0.123
M4624424,0.232,5,40.0,60.0,0.0,0.629,0.0,0.224,0.224
M4630550,-0.224,5,40.0,0.0,60.0,0.549,0.0,-0.018,0.0
M4630562,0.096,5,40.0,40.0,20.0,0.54,0.104,0.204,0.0
M4631532,-0.064,5,40.0,20.0,40.0,0.65,0.097,-0.019,0.217
M4633690,0.192,5,60.0,20.0,20.0,0.662,0.047,0.123,0.123
M4633694,0.578,5,100.0,0.0,0.0,0.678,0.293,0.35,0.158
M4635372,0.454,5,80.0,0.0,20.0,0.644,0.131,0.347,0.247
M4645330,0.268,5,40.0,60.0,0.0,0.633,0.0,0.247,0.247
M4645368,0.245,5,40.0,60.0,0.0,0.579,0.096,0.141,0.202
M4647900,0.386,5,80.0,20.0,0.0,0.597,0.061,0.247,0.247
M4648786,-0.024,5,40.0,40.0,20.0,0.422,-0.066,-0.096,0.0
M4649416,-0.003,5,40.0,40.0,20.0,0.524,0.107,0.013,0.093
M4649466,0.137,5,40.0,40.0,20.0,0.604,0.097,0.127,0.217
M4651410,-0.311,5,20.0,20.0,60.0,0.502,-0.072,-0.047,0.0
M4651520,0.02,5,20.0,80.0,0.0,0.403,0.055,0.025,0.0
M4652650,0.056,5,40.0,40.0,20.0,0.633,0.03,0.123,0.123
M4659056,0.42,5,100.0,0.0,0.0,0.553,0.06,0.33,0.0
M4660980,-0.074,5,40.0,40.0,20.0,0.525,0.017,-0.001,0.0
M4661600,0.361,5,60.0,20.0,20.0,0.732,-0.1,0.323,0.058
M4662420,-0.432,5,0.0,40.0,60.0,0.646,0.0,-0.147,0.0
M4663992,-0.119,5,20.0,40.0,40.0,0.594,0.008,0.008,0.0
M4666726,0.204,5,60.0,20.0,20.0,0.587,0.013,0.337,0.123
M4667094,-0.384,5,0.0,40.0,60.0,0.635,-0.096,-0.194,0.0
M4667854,-0.421,5,0.0,40.0,60.0,0.583,0.013,-0.183,0.0
M4669186,-0.351,5,0.0,60.0,40.0,0.551,0.004,-0.221,0.0
M4669264,0.026,5,20.0,80.0,0.0,0.429,0.017,0.017,0.0
M4669296,0.116,5,40.0,40.0,20.0,0.632,0.22,0.127,0.093
M4669788,0.342,5,60.0,40.0,0.0,0.636,0.138,0.223,0.123
M4669986,-0.205,5,20.0,60.0,20.0,0.54,0.004,-0.143,0.0
M4680182,-0.026,5,40.0,20.0,40.0,0.523,0.107,0.093,0.093
M4680980,-0.275,5,20.0,40.0,40.0,0.476,0.034,0.004,0.0
M4682266,-0.203,5,20.0,20.0,60.0,0.604,-0.076,-0.05,0.101
M4682562,-0.346,5,0.0,40.0,60.0,0.598,0.0,-0.147,0.0
M4682786,0.412,5,60.0,40.0,0.0,0.65,0.013,0.393,0.0
M4682788,-0.29,5,0.0,60.0,40.0,0.423,-0.053,-0.053,0.0
M4686844,0.407,5,80.0,20.0,0.0,0.611,0.221,0.127,0.31
M4687108,-0.59,5,0.0,0.0,100.0,0.672,-0.2,-0.298,0.0
M4693358,-0.058,5,0.0,100.0,0.0,0.466,0.025,0.025,0.0
M4694544,-0.639,5,0.0,0.0,100.0,0.648,-0.1,-0.296,0.0
M4695012,0.002,5,40.0,20.0,40.0,0.677,0.0,0.223,0.123
M4698584,0.211,5,60.0,20.0,20.0,0.602,0.217,0.0,0.187
M4698684,0.086,5,60.0,20.0,20.0,0.521,0.03,0.067,0.0
M4701182,-0.003,5,20.0,60.0,20.0,0.554,0.023,0.146,0.123
M4701660,0.05,5,20.0,80.0,0.0,0.394,0.057,0.027,0.0
M4701724,0.177,5,80.0,0.0,20.0,0.534,-0.1,0.15,0.029
M4703048,-0.13,5,0.0,80.0,20.0,0.509,0.0,0.0,0.0
M4714568,0.503,5,80.0,20.0,0.0,0.669,0.034,0.401,0.247
M4714782,0.223,5,40.0,60.0,0.0,0.609,0.238,0.238,0.0
M4720702,-0.351,5,0.0,40.0,60.0,0.527,0.0,0.0,0.0
M4721124,0.294,5,60.0,40.0,0.0,0.55,0.057,0.274,0.247
M4728386,-0.073,5,40.0,0.0,60.0,0.647,-0.007,-0.075,0.217
M4729430,0.642,5,100.0,0.0,0.0,0.709,0.13,0.423,0.253
M4730986,0.0,5,40.0,20.0,40.0,0.609,0.193,-0.047,0.093
M4731136,-0.004,5,40.0,40.0,20.0,0.445,-0.07,-0.1,0.0
M4731148,-0.546,5,0.0,20.0,80.0,0.638,0.013,-0.329,0.0
M4733624,-0.009,5,40.0,20.0,40.0,0.403,0.088,0.013,0.0
M4733640,0.272,5,40.0,60.0,0.0,0.498,0.108,0.219,0.0
M4738360,0.327,5,60.0,40.0,0.0,0.545,0.0,0.25,0.0
M4758646,-0.285,5,20.0,0.0,80.0,0.593,-0.022,-0.198,0.078
M4761112,0.298,5,80.0,0.0,20.0,0.621,0.03,0.253,0.0
M4761916,-0.306,5,20.0,20.0,60.0,0.572,0.0,-0.098,0.0
M4765284,-0.343,5,20.0,20.0,60.0,0.556,-0.049,-0.243,0.0
M4768764,0.182,5,40.0,60.0,0.0,0.48,0.15,0.015,0.093
M4768776,0.182,5,40.0,20.0,40.0,0.624,0.0,0.261,0.0
M4769824,0.268,5,80.0,20.0,0.0,0.419,0.188,0.013,0.188
M4769836,-0.288,5,0.0,40.0,60.0,0.462,0.019,0.019,0.0
M4771896,-0.003,5,20.0,60.0,20.0,0.498,-0.083,0.041,0.123
M4776998,0.176,5,40.0,60.0,0.0,0.425,0.116,0.008,0.078
M4777008,0.429,5,80.0,20.0,0.0,0.628,0.207,0.337,0.217
M4779682,0.0,5,60.0,0.0,40.0,0.515,0.122,0.0,0.093
M4781612,0.262,5,40.0,60.0,0.0,0.627,0.187,0.0,0.187
M4786282,-0.114,5,0.0,60.0,40.0,0.519,0.013,0.013,0.0
M4795124,-0.257,5,0.0,60.0,40.0,0.66,0.004,-0.094,0.0
M4795546,0.129,5,40.0,20.0,40.0,0.489,0.176,0.004,0.172
M4796122,-0.554,5,0.0,20.0,80.0,0.636,0.0,-0.245,0.0
M4799050,-0.37,5,0.0,40.0,60.0,0.687,-0.1,-0.198,0.0
M4799064,0.037,5,20.0,60.0,20.0,0.616,0.004,0.056,0.0
M4799066,0.139,5,40.0,40.0,20.0,0.644,-0.096,0.154,0.0
M4805316,0.118,5,40.0,40.0,20.0,0.552,0.108,0.188,0.0
M4807408,0.34,5,60.0,40.0,0.0,0.504,0.113,0.263,0.0
M4814290,0.039,5,40.0,40.0,20.0,0.65,0.161,0.113,0.0
M4814760,-0.453,5,0.0,20.0,80.0,0.555,0.0,-0.245,0.0
M4815122,-0.075,5,20.0,60.0,20.0,0.56,0.019,-0.004,0.123
M4824302,-0.147,5,20.0,40.0,40.0,0.626,0.004,0.127,0.123
M4827558,-0.135,5,40.0,20.0,40.0,0.477,-0.018,-0.096,0.0
M4827986,-0.21,5,0.0,60.0,40.0,0.422,0.017,0.017,0.0
M4832640,0.402,5,100.0,0.0,0.0,0.521,0.134,0.311,0.0
M4840206,0.082,5,40.0,20.0,40.0,0.527,0.215,0.215,0.0
M4842646,0.277,5,60.0,40.0,0.0,0.586,0.017,0.264,0.247
M4844140,-0.106,5,40.0,20.0,40.0,0.593,0.0,-0.098,0.0
M4846232,0.187,5,40.0,60.0,0.0,0.566,0.034,0.154,0.0
M4846318,0.35,5,80.0,20.0,0.0,0.503,0.033,0.36,0.0
M4846340,0.262,5,80.0,0.0,20.0,0.528,0.16,0.18,0.0
M4849438,0.717,5,100.0,0.0,0.0,0.732,0.127,0.627,0.101
M4853102,0.098,5,20.0,60.0,20.0,0.444,0.027,0.138,0.062
M4855748,-0.421,5,0.0,40.0,60.0,0.477,-0.087,-0.233,0.0
M4857264,0.626,5,100.0,0.0,0.0,0.746,0.031,0.52,0.37
M4859168,0.141,5,60.0,20.0,20.0,0.576,0.092,0.039,0.202
M4877122,-0.523,5,0.0,20.0,80.0,0.58,0.004,-0.094,-0.198
M4878482,0.338,5,60.0,20.0,20.0,0.733,0.1,0.302,0.0
M4881806,-0.003,5,40.0,20.0,40.0,0.538,0.042,0.1,0.0
M4882376,-0.114,5,0.0,80.0,20.0,0.535,0.0,-0.098,0.0
M4895740,0.284,5,60.0,40.0,0.0,0.57,0.093,0.123,0.217
M4897822,0.528,5,80.0,20.0,0.0,0.637,0.193,0.312,0.194
M4899370,0.045,5,20.0,80.0,0.0,0.402,0.027,0.027,0.0
M4900018,0.508,5,80.0,20.0,0.0,0.597,0.1,0.412,0.101
M4900716,0.456,5,100.0,0.0,0.0,0.47,0.06,0.317,0.0
M4901306,0.135,5,40.0,60.0,0.0,0.519,0.107,0.093,0.093
M4908644,0.616,5,100.0,0.0,0.0,0.638,0.13,0.5,0.0
M4911940,0.61,5,80.0,20.0,0.0,0.737,0.113,0.513,0.0
M4911996,0.006,5,40.0,40.0,20.0,0.477,0.089,-0.133,0.0
M4912910,0.221,5,40.0,60.0,0.0,0.525,0.155,0.127,0.0
M4913966,-0.057,5,0.0,100.0,0.0,0.54,0.017,0.017,0.0
M4914580,0.144,5,60.0,20.0,20.0,0.542,0.131,0.084,0.093
M4916630,0.252,5,60.0,40.0,0.0,0.637,0.241,0.117,0.093
M4919484,-0.078,5,0.0,80.0,20.0,0.382,0.031,0.031,0.0
M4924942,-0.14,5,20.0,40.0,40.0,0.553,0.013,-0.12,0.0
M4925292,0.15,5,60.0,0.0,40.0,0.642,0.193,0.25,0.093
M4934950,0.499,5,80.0,20.0,0.0,0.612,0.013,0.455,0.101
M4935334,-0.371,5,0.0,0.0,100.0,0.514,0.0,-0.147,0.0
M4935372,0.143,5,40.0,40.0,20.0,0.546,0.0,0.235,0.123
M4935418,-0.199,5,20.0,40.0,40.0,0.648,-0.007,-0.198,0.093
M4936176,0.117,5,20.0,80.0,0.0,0.46,0.134,0.04,0.093
M4936450,0.323,5,60.0,40.0,0.0,0.698,0.0,0.324,0.224
M4939066,0.262,5,60.0,40.0,0.0,0.507,0.004,0.254,0.0
M4943218,-0.001,5,20.0,80.0,0.0,0.39,0.05,0.023,0.0
M4943322,0.132,5,60.0,20.0,20.0,0.669,0.047,0.077,0.123
M4944596,0.397,5,80.0,20.0,0.0,0.603,0.191,0.154,0.187
M4951982,0.072,5,20.0,80.0,0.0,0.479,0.023,0.123,0.101
M4954522,0.399,5,80.0,20.0,0.0,0.652,0.305,0.227,0.078
M4955566,-0.182,5,0.0,80.0,20.0,0.624,0.013,-0.133,0.0
M4964788,0.031,5,60.0,0.0,40.0,0.542,0.0,0.167,0.101
M4967094,0.453,5,60.0,40.0,0.0,0.622,0.1,0.324,0.224
M4969044,0.342,5,60.0,40.0,0.0,0.556,0.034,0.255,0.101
M4971344,0.121,5,40.0,40.0,20.0,0.536,0.2,0.013,0.187
M4972062,0.219,5,60.0,20.0,20.0,0.555,0.124,0.052,0.093
M4972582,0.288,5,60.0,40.0,0.0,0.591,0.197,0.204,0.093
M4975722,-0.022,5,40.0,20.0,40.0,0.604,0.1,0.053,0.0
M4976192,-0.332,5,20.0,20.0,60.0,0.629,0.042,-0.293,0.0
M4977530,-0.132,5,20.0,40.0,40.0,0.635,0.013,-0.032,0.101
M4978710,-0.252,5,0.0,40.0,60.0,0.479,-0.1,-0.1,0.0
M4981636,-0.092,5,20.0,60.0,20.0,0.478,0.013,-0.067,0.0
M4986098,-0.162,5,0.0,80.0,20.0,0.609,0.004,0.004,0.0
M4986134,0.178,5,40.0,60.0,0.0,0.48,0.004,0.115,0.0
M4991512,0.043,5,40.0,40.0,20.0,0.465,0.051,0.013,0.0
M4995776,0.007,5,20.0,60.0,20.0,0.592,0.013,0.065,0.0
M4995790,-0.141,5,40.0,0.0,60.0,0.689,0.013,0.016,0.101
M5001718,-0.282,5,20.0,20.0,60.0,0.496,0.043,-0.231,0.0
M5001754,-0.216,5,20.0,20.0,60.0,0.619,0.082,-0.071,0.078
M5013056,0.688,5,100.0,0.0,0.0,0.682,0.235,0.4,0.093
M5016946,0.425,5,80.0,20.0,0.0,0.636,0.078,0.273,0.202
M5022702,-0.205,5,40.0,20.0,40.0,0.587,0.03,-0.245,0.0
M5027774,0.307,5,80.0,0.0,20.0,0.659,0.045,0.23,0.0
M5028340,-0.07,5,20.0,40.0,40.0,0.489,0.017,0.017,0.0
M5029608,0.155,5,60.0,0.0,40.0,0.661,0.037,0.149,0.247
M5033790,0.143,5,20.0,80.0,0.0,0.506,0.004,0.154,0.0
M5033998,-0.183,5,20.0,20.0,60.0,0.596,-0.076,0.074,0.0
M5034266,0.057,5,40.0,40.0,20.0,0.552,0.047,0.141,0.123
M5034474,-0.59,5,0.0,0.0,100.0,0.636,-0.152,-0.299,0.0
M5034838,0.17,5,40.0,60.0,0.0,0.489,0.043,0.138,0.123
M5039994,-0.184,5,20.0,20.0,60.0,0.68,-0.096,0.027,0.123
M5052448,0.184,5,80.0,0.0,20.0,0.77,0.151,0.17,0.123
M5052474,0.406,5,60.0,40.0,0.0,0.678,0.1,0.373,0.123
M5057140,-0.249,5,0.0,60.0,40.0,0.511,-0.087,-0.087,0.0
M5059406,-0.425,5,0.0,40.0,60.0,0.585,-0.096,-0.194,0.0
M5065790,0.179,5,40.0,40.0,20.0,0.59,0.104,0.227,0.123
M5065822,-0.489,5,0.0,20.0,80.0,0.49,-0.08,-0.237,0.0
M5066556,0.216,5,40.0,60.0,0.0,0.505,0.112,0.099,0.093
M5073620,-0.325,5,20.0,20.0,60.0,0.542,-0.139,-0.333,0.0
M5073642,0.41,5,60.0,40.0,0.0,0.732,0.004,0.401,0.247
M5074352,0.453,5,80.0,20.0,0.0,0.534,0.0,0.417,0.101
M5076214,0.513,5,80.0,20.0,0.0,0.571,0.1,0.461,0.0
M5078204,-0.077,5,20.0,40.0,40.0,0.643,0.0,0.025,0.123
M5083702,0.422,5,80.0,20.0,0.0,0.56,0.216,0.211,0.093
M5083738,-0.176,5,20.0,40.0,40.0,0.559,0.027,-0.116,0.0
M5084170,0.046,5,20.0,80.0,0.0,0.311,0.058,0.03,0.0
M5085924,-0.642,5,0.0,0.0,100.0,0.592,0.0,-0.098,0.0
M5089786,0.443,5,80.0,20.0,0.0,0.691,0.32,0.307,0.093
M5091612,0.285,5,60.0,40.0,0.0,0.526,0.212,0.104,0.078
M5092380,-0.01,5,60.0,0.0,40.0,0.514,0.109,0.0,0.078
M5093026,0.031,5,40.0,40.0,20.0,0.616,0.035,-0.019,0.123
M5095030,0.275,5,60.0,40.0,0.0,0.417,0.015,0.265,0.0
M5096470,-0.474,5,0.0,40.0,60.0,0.604,-0.087,-0.38,0.0
M5097410,-0.017,5,20.0,60.0,20.0,0.469,0.004,0.115,0.0
M5104604,0.311,5,80.0,20.0,0.0,0.484,0.107,0.213,0.171
M5108476,-0.514,5,0.0,20.0,80.0,0.593,0.013,-0.183,0.0
M5109280,0.234,5,60.0,40.0,0.0,0.574,0.043,0.217,0.167
M5109784,0.266,5,60.0,20.0,20.0,0.553,0.294,0.013,0.28
M5111874,-0.056,5,0.0,100.0,0.0,0.372,0.024,0.024,0.0
M5112578,0.03,5,20.0,80.0,0.0,0.409,0.051,0.021,0.0
M5113040,-0.036,5,0.0,80.0,20.0,0.389,0.027,0.027,0.069
M5116302,0.636,5,100.0,0.0,0.0,0.728,0.093,0.485,0.217
M5117428,0.125,5,40.0,40.0,20.0,0.542,0.157,0.127,0.0
M5117670,-0.028,5,20.0,40.0,40.0,0.468,0.013,0.137,0.168
M5119116,-0.111,5,20.0,40.0,40.0,0.609,-0.196,-0.046,0.0
M5121816,0.429,5,60.0,20.0,20.0,0.61,0.013,0.437,0.123
M5126922,-0.01,5,0.0,100.0,0.0,0.418,0.027,0.027,0.0
M5129682,-0.428,5,0.0,40.0,60.0,0.627,-0.096,-0.292,0.0
M5133308,-0.084,5,20.0,40.0,40.0,0.67,0.004,0.056,0.0
M5140878,-0.042,5,0.0,80.0,20.0,0.42,0.017,0.017,0.0
M5143226,-0.256,5,20.0,40.0,40.0,0.555,0.004,-0.094,0.0
M5144174,0.055,5,20.0,60.0,20.0,0.487,0.021,0.144,0.123
M5147214,0.006,5,40.0,40.0,20.0,0.42,0.13,0.13,0.0
M5153236,-0.28,5,0.0,40.0,60.0,0.524,-0.1,-0.1,0.0
M5154288,-0.169,5,0.0,80.0,20.0,0.646,-0.1,-0.1,0.0
M5155780,-0.019,5,20.0,60.0,20.0,0.619,0.121,0.121,0.0
M5159414,-0.802,5,0.0,0.0,100.0,0.693,-0.1,-0.686,0.0
M5160938,-0.06,5,0.0,100.0,0.0,0.386,0.038,0.038,0.0
M5164184,-0.208,5,20.0,20.0,60.0,0.643,0.013,-0.033,0.0
M5164214,0.419,5,60.0,40.0,0.0,0.579,0.143,0.378,0.123
M5164432,0.223,5,80.0,0.0,20.0,0.629,0.03,0.216,0.0
M5165344,0.228,5,40.0,40.0,20.0,0.485,0.096,0.167,0.078
M5168192,0.3,5,60.0,20.0,20.0,0.68,0.197,0.254,0.093
M5173032,-0.181,5,0.0,60.0,40.0,0.478,0.027,0.027,0.0
M5175450,0.033,5,40.0,40.0,20.0,0.519,0.147,0.019,0.0
M5177088,-0.005,5,40.0,20.0,40.0,0.616,0.155,0.052,0.0
M5179598,-0.101,5,40.0,20.0,40.0,0.578,-0.003,-0.096,0.093
M5186714,0.447,5,80.0,20.0,0.0,0.691,0.117,0.391,0.123
M5189894,-0.157,5,0.0,60.0,40.0,0.438,0.0,0.0,0.0
M5193784,-0.012,5,0.0,100.0,0.0,0.338,0.04,0.04,0.0
M5195412,0.37,5,60.0,40.0,0.0,0.523,0.205,0.227,0.078
M5197544,-0.019,5,20.0,60.0,20.0,0.617,-0.1,0.011,0.0
M5198068,0.584,5,80.0,20.0,0.0,0.687,0.2,0.435,0.166
M5206260,0.032,5,20.0,80.0,0.0,0.529,0.017,0.117,0.083
M5208216,-0.071,5,20.0,60.0,20.0,0.481,0.004,0.004,0.0
M5208252,0.138,5,20.0,80.0,0.0,0.574,0.013,0.137,0.123
M5213534,0.254,5,40.0,60.0,0.0,0.529,0.114,0.264,0.0
M5215952,0.418,5,80.0,20.0,0.0,0.682,0.217,0.417,0.0
M5220122,0.171,5,20.0,80.0,0.0,0.571,0.104,0.104,0.119
M5221584,0.664,5,100.0,0.0,0.0,0.708,0.25,0.427,0.093
M5222918,0.223,5,40.0,60.0,0.0,0.454,0.027,0.25,0.123
M5225338,0.512,5,80.0,20.0,0.0,0.684,0.217,0.429,0.101
M5229228,0.632,5,80.0,20.0,0.0,0.772,0.127,0.527,0.101
M5240732,-0.121,5,40.0,20.0,40.0,0.588,-0.003,-0.143,0.093
M5246700,-0.38,5,20.0,0.0,80.0,0.635,0.0,-0.049,0.0
M5247022,-0.01,5,40.0,40.0,20.0,0.511,0.117,0.037,0.0
M5251328,0.328,5,80.0,20.0,0.0,0.482,0.171,0.1,0.202
M5253282,0.276,5,40.0,60.0,0.0,0.569,0.027,0.274,0.247
M5254610,-0.496,5,0.0,0.0,100.0,0.554,-0.076,-0.225,0.0
M5255710,0.339,5,80.0,0.0,20.0,0.769,0.1,0.404,0.224
M5258850,0.295,5,60.0,40.0,0.0,0.468,0.078,0.141,0.123
M5265960,-0.172,5,0.0,80.0,20.0,0.492,-0.079,-0.079,0.0
M5270948,-0.011,5,20.0,60.0,20.0,0.554,0.027,0.03,0.0
M5275828,0.202,5,40.0,60.0,0.0,0.625,0.224,0.13,0.093
M5275892,0.593,5,80.0,20.0,0.0,0.677,0.217,0.423,0.093
M5278460,0.057,5,20.0,80.0,0.0,0.333,0.026,0.004,0.0
M5278506,0.533,5,80.0,20.0,0.0,0.631,0.0,0.465,0.123
M5278596,0.232,5,60.0,20.0,20.0,0.534,0.161,0.235,0.0
M5280626,0.494,5,80.0,20.0,0.0,0.668,0.423,0.237,0.187
M5282006,-0.08,5,20.0,60.0,20.0,0.454,0.019,0.024,0.0
M5286444,0.233,5,60.0,20.0,20.0,0.609,0.047,0.188,0.123
M5290524,0.145,5,40.0,40.0,20.0,0.565,0.104,0.168,0.0
M5294198,-0.281,5,20.0,40.0,40.0,0.69,0.0,-0.193,0.0
M5294518,-0.231,5,20.0,40.0,40.0,0.659,0.0,-0.147,0.0
M5294550,-0.047,5,40.0,20.0,40.0,0.648,0.182,-0.043,0.078
M5294966,0.329,5,80.0,20.0,0.0,0.513,0.237,0.113,0.093
M5301662,0.099,5,20.0,80.0,0.0,0.506,0.013,0.137,0.123
M5304464,0.28,5,40.0,60.0,0.0,0.557,0.004,0.251,0.247
M5304992,-0.034,5,0.0,100.0,0.0,0.409,0.044,0.044,0.0
M5308322,-0.299,5,0.0,60.0,40.0,0.569,0.004,-0.143,0.0
M5309954,-0.072,5,40.0,20.0,40.0,0.616,0.104,0.006,0.0
M5311514,0.496,5,80.0,20.0,0.0,0.672,0.047,0.358,0.294
M5311542,0.131,5,60.0,20.0,20.0,0.616,0.194,0.127,0.0
M5316540,0.0,5,0.0,100.0,0.0,0.414,0.004,0.004,0.0
M5322012,-0.301,5,0.0,40.0,60.0,0.501,0.008,0.008,0.0
M5323662,0.622,5,100.0,0.0,0.0,0.758,0.287,0.373,0.31
M5325452,-0.185,5,0.0,60.0,40.0,0.624,0.004,0.004,0.0
M5329376,0.404,5,60.0,40.0,0.0,0.672,0.237,0.387,0.0
M5338222,0.568,5,100.0,0.0,0.0,0.678,0.219,0.224,0.396
M5340300,0.619,5,100.0,0.0,0.0,0.766,0.1,0.538,0.247
M5351458,-0.145,5,0.0,80.0,20.0,0.398,0.015,0.015,0.0
M5352846,0.027,5,20.0,80.0,0.0,0.507,0.065,0.017,0.0
M5360952,-0.62,5,0.0,0.0,100.0,0.604,-0.152,-0.373,0.0
M5360996,0.168,5,60.0,20.0,20.0,0.564,-0.022,0.011,0.078
M5362988,0.357,5,60.0,40.0,0.0,0.592,0.234,0.241,0.194
M5363618,-0.046,5,40.0,40.0,20.0,0.506,0.048,-0.001,0.0
M5390504,0.36,5,80.0,0.0,20.0,0.803,0.207,0.24,0.217
M5397194,-0.26,5,0.0,60.0,40.0,0.539,0.017,-0.129,0.0
M5427032,-0.371,5,0.0,40.0,60.0,0.501,-0.287,-0.287,0.0
M5431890,0.372,5,60.0,40.0,0.0,0.647,0.16,0.28,0.0
M5433114,0.566,5,100.0,0.0,0.0,0.702,0.216,0.347,0.34
M5433138,-0.291,5,0.0,60.0,40.0,0.463,-0.057,-0.132,0.0
M5435084,-0.049,5,40.0,0.0,60.0,0.673,0.093,-0.073,0.217
M5437928,0.491,5,100.0,0.0,0.0,0.657,0.23,0.423,0.123
M5439796,0.251,5,60.0,20.0,20.0,0.622,-0.07,0.151,0.101
M5442308,0.04,5,40.0,40.0,20.0,0.582,0.034,0.127,0.123
M5442430,-0.089,5,20.0,60.0,20.0,0.603,0.013,0.015,0.0
M5442456,-0.145,5,0.0,60.0,40.0,0.423,0.03,0.03,0.0
M5446858,0.389,5,60.0,40.0,0.0,0.584,0.157,0.277,0.0
M5460276,0.418,5,80.0,20.0,0.0,0.619,0.191,0.254,0.187
M5460530,-0.215,5,20.0,40.0,40.0,0.568,0.082,-0.289,0.078
M5460658,0.607,5,100.0,0.0,0.0,0.714,0.0,0.561,0.247
M5460880,-0.048,5,20.0,60.0,20.0,0.483,0.03,0.0,0.0
M5461944,0.512,5,80.0,20.0,0.0,0.758,0.207,0.387,0.217
M5462326,-0.546,5,0.0,20.0,80.0,0.587,-0.3,-0.398,0.0
M5462602,0.125,5,60.0,20.0,20.0,0.552,0.154,-0.033,0.093
M5463162,0.344,5,80.0,20.0,0.0,0.477,0.208,0.104,0.0
M5466186,-0.45,5,0.0,20.0,80.0,0.54,-0.076,-0.15,0.0
M5477566,0.191,5,40.0,40.0,20.0,0.562,0.113,0.237,0.123
M5478478,0.028,5,20.0,80.0,0.0,0.464,0.063,0.027,0.0
M5494396,0.291,5,80.0,20.0,0.0,0.472,0.156,0.1,0.093
M5501104,0.088,5,20.0,80.0,0.0,0.5,0.131,0.131,0.0
M5503686,0.152,5,40.0,40.0,20.0,0.468,0.013,0.163,0.0
M5503688,0.269,5,60.0,0.0,40.0,0.708,0.227,0.279,0.0
M5516328,-0.022,5,20.0,60.0,20.0,0.529,0.017,0.118,0.101
M5517438,0.108,5,40.0,60.0,0.0,0.444,0.027,0.127,0.0
